objID	objStat	objName	GeneLength	chr	startpos	endpos	strand	objID.orig	objBin
1879	0.318661008863287	COPG1	28165	3	128968449	128996614	NA	1879	1
5336	0.282595509355394	MBD4	9091	3	129149787	129158878	NA	5336	1
4230	0.133969561941785	IFT122	80230	3	129158968	129239198	NA	4230	1
8179	-1.13549744729534	RHO	6529	3	129247483	129254012	NA	8179	1
7407	0.192402534503727	PLXND1	51643	3	129274018	129325661	NA	7407	1
10049	2.11707086369618	TRH	3633	3	129693148	129696781	NA	10049	1
1857	3.38963488130131	COL6A5	139329	3	130064359	130203688	NA	1857	1
1858	2.58381047216935	COL6A6	117821	3	130279178	130396999	NA	1858	1
7269	-1.16941466792826	PIK3R4	67894	3	130397779	130465673	NA	7269	1
788	-1.1473817771333	ATP2C1	166117	3	130569439	130735556	NA	788	1
6424	2.1399054209034	NUDT16	7159	3	131100515	131107674	NA	6424	1
5787	-0.0122144748637601	MRPL3	40771	3	131181056	131221827	NA	5787	1
130	-0.0594239125147661	ACPP	50931	3	132036211	132087142	NA	130	1
2473	-0.519352412473107	DNAJC13	121506	3	132136370	132257876	NA	2473	1
81	0.994488203764063	ACAD11	102585	3	132276982	132379567	NA	81	1
6312	0.994488203764063	NPHP3	164317	3	132276986	132441303	NA	6312	1
108	1.27467057755785	ACKR4	21730	3	132316081	132337811	NA	108	1
10235	1.27467057755785	UBA5	23651	3	132373290	132396941	NA	10235	1
9971	-0.038949469178496	TOPBP1	63718	3	133317019	133380737	NA	9971	1
9730	0.748421731530597	TF	33050	3	133464800	133497850	NA	9730	1
9335	0.744193022997564	SRPRB	41739	3	133502877	133544616	NA	9335	1
7949	-0.478890124756653	RAB6B	71597	3	133543083	133614680	NA	7949	1
9086	-0.84772195239735	SLCO2A1	119488	3	133651540	133771028	NA	9086	1
8483	-1.2605355104637	RYK	185542	3	133784147	133969689	NA	8483	1
421	-0.33074419642367	AMOTL2	19605	3	134074716	134094321	NA	421	1
435	0.0600521709868312	ANAPC13	9010	3	134196548	134205558	NA	435	1
1542	-0.133460886043509	CEP63	89274	3	134204585	134293859	NA	1542	1
2819	0.193032701864907	EPHB1	662666	3	134316643	134979309	NA	2819	1
7583	-0.353479444109678	PPP2R3A	182218	3	135684515	135866733	NA	7583	1
5858	0.41993730303031	MSL2	48319	3	135867764	135916083	NA	5858	1
7031	-0.543834225121026	PCCB	87590	3	135969148	136056738	NA	7031	1
9395	-0.155960717367393	STAG1	416143	3	136055077	136471220	NA	9395	1
6063	-0.936616656664513	NCK1	87615	3	136581050	136668665	NA	6063	1
4305	-0.181531927965877	IL20RB	64855	3	136665072	136729927	NA	4305	1
1714	0.758112616318558	CLDN18	34917	3	137717577	137752494	NA	1714	1
7	0.00177252185529101	A4GNT	8669	3	137842560	137851229	NA	7	1
659	-1.13726957104077	ARMC8	111122	3	137906109	138017231	NA	659	1
5760	-0.23470340849903	MRAS	57836	3	138066539	138124375	NA	5760	1
2877	-0.180807960414624	ESYT3	47100	3	138153428	138200528	NA	2877	1
1543	-1.24721566647506	CEP70	100194	3	138213186	138313380	NA	1543	1
2961	-0.980042729469601	FAIM	24770	3	138327448	138352218	NA	2961	1
7263	-1.08085874193967	PIK3CB	180920	3	138372860	138553780	NA	7263	1
5827	1.37752128560654	MRPS22	351417	3	138724648	139076065	NA	5827	1
1877	-1.17080089894783	COPB2	34132	3	139074442	139108574	NA	1877	1
8069	-1.37150121875668	RBP2	27863	3	139171726	139199589	NA	8069	1
8068	0.169410086429972	RBP1	22395	3	139236276	139258671	NA	8068	1
6256	-0.0975694160781874	NMNAT3	117837	3	139279022	139396859	NA	6256	1
9299	0.938530856846914	SPSB4	97209	3	140770244	140867453	NA	9299	1
8026	-0.704462463574898	RASA2	128295	3	141205889	141334184	NA	8026	1
8295	0.0173377743810546	RNF7	9356	3	141457046	141466402	NA	8295	1
3680	-0.101825597910671	GRK7	40342	3	141496990	141537332	NA	3680	1
781	0.763019308134863	ATP1B3	50390	3	141594966	141645356	NA	781	1
9742	-0.65730545073221	TFDP2	205109	3	141663277	141868386	NA	9742	1
3478	-0.766234512841721	GK5	62035	3	141882414	141944449	NA	3478	1
10623	-1.16106457530021	XRN1	141455	3	142025449	142166904	NA	10623	1
824	-0.746345563602691	ATR	129591	3	142168077	142297668	NA	824	1
7397	-0.682697919160071	PLS1	117277	3	142315229	142432506	NA	7397	1
10117	0.332122489311183	TRPC1	83814	3	142442916	142526730	NA	10117	1
7047	0.332122489311183	PCOLCE2	73281	3	142534764	142608045	NA	7047	1
10230	-1.11724200036317	U2SURP	96228	3	142683339	142779567	NA	10230	1
1660	0.0538091890469076	CHST2	3627	3	142838173	142841800	NA	1660	1
9076	1.23073359186616	SLC9A9	583309	3	142984064	143567373	NA	9076	1
7394	0.0772139723035872	PLOD2	94213	3	145787227	145881440	NA	7394	1
7399	0.325665787987131	PLSCR4	58840	3	145910126	145968966	NA	7399	1
7398	-0.863179348045359	PLSCR1	29684	3	146232967	146262651	NA	7398	1
305	0.888575216661366	AGTR1	45224	3	148415571	148460795	NA	305	1
1933	0.843374313744966	CPB1	69085	3	148508889	148577974	NA	1933	1
1932	0.520011516826238	CPA3	31940	3	148583043	148614983	NA	1932	1
3760	0.282397478482496	GYG1	36291	3	148709128	148745419	NA	3760	1
3996	0.232268089839542	HLTF	56427	3	148747914	148804341	NA	3996	1
1929	2.84653969680967	CP	59645	3	148880197	148939842	NA	1929	1
9851	0.0145125678250447	TM4SF1	8843	3	149086809	149095652	NA	9851	1
10603	-0.281578071225546	WWTR1	219479	3	149235022	149454501	NA	10603	1
7175	-0.103011680403265	PFN2	85884	3	149682691	149768575	NA	7175	1
8667	-0.875283101484996	SERP1	61234	3	150259781	150321015	NA	8667	1
2690	-2.0546253685837	EIF2A	37564	3	150264465	150302029	NA	2690	1
8778	1.66524712948632	SIAH2	22350	3	150458914	150481264	NA	8778	1
5395	0.900132472721551	MED12L	351376	3	150803484	151154860	NA	5395	1
6933	0.571164721095103	P2RY14	66350	3	150929905	150996255	NA	6933	1
6932	0.0873796489987801	P2RY13	3236	3	151044100	151047336	NA	6932	1
6931	-0.0703783922292995	P2RY12	47432	3	151055168	151102600	NA	6931	1
10	-0.600122149476995	AADAC	14451	3	151531825	151546276	NA	10	1
9476	-0.0596894642518719	SUCNR1	10974	3	151591431	151602405	NA	9476	1
6929	0.0916481304291243	P2RY1	3105	3	152552736	152555841	NA	6929	1
8011	-0.00956899958904262	RAP2B	6236	3	152880029	152886265	NA	8011	1
630	-0.443584298364008	ARHGEF26	136824	3	153838792	153975616	NA	630	1
2398	0.265314450130365	DHX36	51951	3	153990335	154042286	NA	2398	1
5697	1.29159452474725	MME	159584	3	154741913	154901497	NA	5697	1
7357	0.975781215073586	PLCH1	369487	3	155093369	155462856	NA	7357	1
8967	0.635133487361766	SLC33A1	33405	3	155538813	155572218	NA	8967	1
3515	0.576451900563493	GMPS	73490	3	155588325	155661815	NA	3515	1
4548	-0.535989210608171	KCNAB1	501055	3	155755490	156256545	NA	4548	1
9359	-0.0697936151130304	SSR3	15044	3	156257929	156272973	NA	9359	1
7858	-0.42260436890908	PTX3	6839	3	157154578	157161417	NA	7858	1
5680	-0.981172817213363	MLF1	36089	3	158288952	158325041	NA	5680	1
3420	-1.02880388982202	GFM1	48297	3	158362067	158410364	NA	3420	1
4270	1.82971620156923	IL12A	7269	3	159706537	159713806	NA	4270	1
4240	1.92567945209784	IFT80	142894	3	159974774	160117668	NA	4240	1
9125	2.66725485151478	SMC4	35688	3	160117062	160152750	NA	9125	1
5526	2.62934744765863	MIR15B	97	3	160122376	160122473	NA	5526	1
5528	2.62934744765863	MIR16-2	80	3	160122533	160122613	NA	5528	1
4778	2.76966242681628	KPNA4	70593	3	160212783	160283376	NA	4778	1
7555	0.511122069164131	PPM1L	323305	3	160473390	160796695	NA	7555	1
845	1.32204226503819	B3GALNT1	21501	3	160801671	160823172	NA	845	1
6244	1.04494542320524	NMD3	148836	3	160822484	160971320	NA	6244	1
9311	0.6400108622261	SPTSSB	28088	3	161062580	161090668	NA	9311	1
8776	-2.10091631690405	SI	99597	3	164696686	164796283	NA	8776	1
917	-0.0792070225032329	BCHE	64568	3	165490692	165555260	NA	917	1
7061	0.43714585241823	PDCD10	51641	3	167401086	167452727	NA	7061	1
8691	0.138182975185968	SERPINI1	90325	3	167453031	167543356	NA	8691	1
3570	2.32505338039915	GOLIM4	87298	3	167726465	167813763	NA	3570	1
5390	1.2137005064381	MECOM	580119	3	168801287	169381406	NA	5390	1
8614	0.563277758969475	SEC62	31738	3	169684423	169716161	NA	8614	1
7206	0.246468316430971	PHC3	95017	3	169804520	169899537	NA	7206	1
7662	-1.16382995458365	PRKCI	83616	3	169940153	170023769	NA	7662	1
8820	-1.26738224057054	SKIL	39157	3	170075466	170114623	NA	8820	1
1708	1.36593902364915	CLDN11	441516	3	170136653	170578169	NA	1708	1
8338	-1.36794438018747	RPL22L1	5608	3	170582664	170588272	NA	8338	1
2734	-1.4192257736303	EIF5A2	20278	3	170606204	170626482	NA	2734	1
8950	-0.177363664006069	SLC2A2	30402	3	170714137	170744539	NA	8950	1
9929	0.120514333910563	TNIK	399069	3	170779128	171178197	NA	9929	1
7361	-0.819636623023327	PLD1	210545	3	171318195	171528740	NA	7361	1
3448	-0.276230723083481	GHSR	3323	3	172162923	172166246	NA	3448	1
9918	0.396704087438164	TNFSF10	17999	3	172223298	172241297	NA	9918	1
6059	0.775475501291095	NCEH1	80969	3	172348039	172429008	NA	6059	1
2633	0.775475501291095	ECT2	70792	3	172468472	172539264	NA	2633	1
6228	1.10143902665733	NLGN1	890360	3	173114074	174004434	NA	6228	1
9661	0.164206628652549	TBL1XR1	178118	3	176737143	176915261	NA	9661	1
4612	-0.114530471758839	KCNMB2	571497	3	177990720	178562217	NA	4612	1
10698	0.555628414549761	ZMAT3	55056	3	178735011	178790067	NA	10698	1
7262	-0.298969523606432	PIK3CA	91979	3	178865902	178957881	NA	7262	1
4613	-1.66225627287936	KCNMB3	27260	3	178957530	178984790	NA	4613	1
10917	-1.45342195597571	ZNF639	12544	3	179040779	179053323	NA	10917	1
5448	-0.29211852608341	MFN1	47239	3	179065480	179112719	NA	5448	1
3535	-0.29211852608341	GNB4	52388	3	179116990	179169378	NA	3535	1
155	-0.0410329432723092	ACTL6A	25528	3	179280668	179306196	NA	155	1
5805	-0.269456692753619	MRPL47	16369	3	179306073	179322442	NA	5805	1
6120	-0.269456692753619	NDUFB5	22957	3	179322478	179345435	NA	6120	1
10388	0.75686172941634	USP13	136646	3	179370543	179507189	NA	10388	1
7157	0.241457327093017	PEX5L	242095	3	179512746	179754841	NA	7157	1
3249	-1.09208186073989	FXR1	114612	3	180585929	180700541	NA	3249	1
2474	-8.68888317291153	DNAJC19	6065	3	180701497	180707562	NA	2474	1
9228	-0.309004242385334	SOX2	2507	3	181429714	181432221	NA	9228	1
769	-0.376196328551588	ATP11B	128135	3	182511288	182639423	NA	769	1
5352	0.73244340226851	MCCC1	100857	3	182733006	182833863	NA	5352	1
4955	1.04246818601335	LAMP3	41626	3	182840001	182881627	NA	4955	1
858	1.6294448400733	B3GNT5	45260	3	182971032	183016292	NA	858	1
10633	-0.24121120970429	YEATS2	114807	3	183415606	183530413	NA	10633	1
47	-0.783780400122392	ABCC5	98081	3	183637722	183735803	NA	47	1
4142	-0.54094689237708	HTR3D	7825	3	183749332	183757157	NA	4142	1
4141	0.199498800773225	HTR3C	7624	3	183770835	183778459	NA	4141	1
4143	0.760324727308302	HTR3E	9931	3	183814852	183824783	NA	4143	1
2699	-0.094946883138919	EIF2B5	549720	3	183852826	184402546	NA	2699	1
2591	0.714170337411179	DVL3	18222	3	183873176	183891398	NA	2591	1
491	-0.660402271601374	AP2M1	9402	3	183892477	183901879	NA	491	1
386	-0.609911396545056	ALG3	7247	3	183960089	183967336	NA	386	1
2625	-0.799609821463158	ECE2	43381	3	183967438	184010819	NA	2625	1
7767	0.320087809966889	PSMD2	10345	3	184016497	184026842	NA	7767	1
2728	0.275581096957861	EIF4G1	20863	3	184032283	184053146	NA	2728	1
1700	0.275581096957861	CLCN2	15466	3	184063973	184079439	NA	1700	1
7475	0.34490524076551	POLR2H	6878	3	184079506	184086384	NA	7475	1
9785	0.34490524076551	THPO	6209	3	184089723	184095932	NA	9785	1
1631	0.320087809966889	CHRD	10663	3	184097861	184108524	NA	1631	1
2821	0.106723937127531	EPHB3	20625	3	184279572	184300197	NA	2821	1
2682	2.71210289853673	EHHADH	91366	3	184908412	184999778	NA	2682	1
5269	2.07168797507977	MAP3K13	206156	3	185000729	185206885	NA	5269	1
5079	1.8617766446081	LIPH	46351	3	185224050	185270401	NA	5079	1
8645	1.8617766446081	SENP2	51055	3	185300284	185351339	NA	8645	1
4247	0.929822095678111	IGF2BP2	181317	3	185361527	185542844	NA	4247	1
10010	0.0903359070366718	TRA2B	22230	3	185633694	185655924	NA	10010	1
2890	1.68778738075813	ETV5	64010	3	185764097	185828107	NA	2890	1
2376	0.846900924235364	DGKG	256569	3	185823457	186080026	NA	2376	1
2465	1.60239834030545	DNAJB11	29869	3	186285192	186315061	NA	2465	1
316	1.2205891658898	AHSG	8395	3	186330712	186339107	NA	316	1
4070	0.463457013824546	HRG	18024	3	186378005	186396029	NA	4070	1
4773	0.0510760138566223	KNG1	26678	3	186435065	186461743	NA	4773	1
2717	-0.000395546905588231	EIF4A2	6695	3	186500994	186507689	NA	2717	1
8125	0.0996216074942687	RFC4	17178	3	186507669	186524847	NA	8125	1
248	0.0996216074942687	ADIPOQ	15789	3	186560463	186576252	NA	248	1
9379	0.655110744294082	ST6GAL1	148067	3	186648274	186796341	NA	9379	1
8360	0.161245584406658	RPL39L	59960	3	186838736	186898696	NA	8360	1
8461	-1.22671923243298	RTP1	3979	3	186915274	186919253	NA	8461	1
5319	0.0858558179791024	MASP1	73868	3	186935942	187009810	NA	5319	1
8464	-0.138551125921611	RTP4	3744	3	187086120	187089864	NA	8464	1
9361	2.2338302443323	SST	1493	3	187386694	187388187	NA	9361	1
8462	2.2338302443323	RTP2	4298	3	187416047	187420345	NA	8462	1
932	1.59092827881392	BCL6	24350	3	187439165	187463515	NA	932	1
5131	1.25729681850185	LPP	737388	3	187871072	188608460	NA	5131	1
5562	-0.158495910243321	MIR28	85	3	188406569	188406654	NA	5562	1
9983	-1.15877247575978	TP63	265863	3	189349205	189615068	NA	9983	1
1706	1.07727222533692	CLDN1	16774	3	190023490	190040264	NA	1706	1
1712	1.05170043740582	CLDN16	89602	3	190040330	190129932	NA	1712	1
4298	0.928753315548016	IL1RAP	144003	3	190231840	190375843	NA	4298	1
10449	-0.164859732545706	UTS2B	63368	3	190984957	191048325	NA	10449	1
7874	0.166398551173909	PYDC2	293	3	191178952	191179245	NA	7874	1
3097	-0.0441542353640208	FGF12	628369	3	191857184	192485553	NA	3097	1
4067	1.10163676225317	HRASLS	36613	3	192958914	192995527	NA	4067	1
774	-0.0531908246224333	ATP13A5	104053	3	192992579	193096632	NA	774	1
773	-0.849756199355369	ATP13A4	191034	3	193119866	193310900	NA	773	1
6493	-0.506438407673853	OPA1	104679	3	193310933	193415612	NA	6493	1
3865	0.929260112863883	HES1	2587	3	193853934	193856521	NA	3865	1
3584	2.26114735709638	GP5	4445	3	194115550	194119995	NA	3584	1
5164	0.506007460956588	LSG1	31689	3	194361517	194393206	NA	5164	1
91	-0.020996180113538	ACAP2	168342	3	194995465	195163807	NA	91	1
540	-0.850108571926485	APOD	15503	3	195295573	195311076	NA	540	1
5923	-1.60091247817884	MUC20	20241	3	195447753	195467994	NA	5923	1
5926	-1.87765179008668	MUC4	65512	3	195473636	195539148	NA	5926	1
9933	-0.749835229705954	TNK2	48581	3	195590235	195638816	NA	9933	1
9751	0.752120091457661	TFRC	55006	3	195754054	195809060	NA	9751	1
9023	-0.107975814302608	SLC51A	31691	3	195938358	195970049	NA	9023	1
7057	-0.219645254361312	PCYT1A	73735	3	195941093	196014828	NA	7057	1
9691	0.0252719689481442	TCTEX1D2	27080	3	196018090	196045170	NA	9691	1
8274	-0.735045414422971	RNF168	34985	3	196195654	196230639	NA	8274	1
7254	-1.11079096027352	PIGX	96232	3	196366646	196462878	NA	7254	1
6969	-1.11079096027352	PAK2	92790	3	196466728	196559518	NA	6969	1
8647	-1.50151594587164	SENP5	66858	3	196594727	196661585	NA	8647	1
6058	-1.20401900141529	NCBP2	7195	3	196662273	196669468	NA	6058	1
7256	-0.721590990220035	PIGZ	22717	3	196673214	196695931	NA	7256	1
2422	-0.466329846802213	DLG1	256740	3	196769431	197026171	NA	2422	1
939	0.523846941587329	BDH1	63540	3	197236654	197300194	NA	939	1
3258	1.70881573210228	FYTTD1	50417	3	197464050	197514467	NA	3258	1
8354	0.800868325135751	RPL35A	6623	3	197676858	197683481	NA	8354	1
10971	0.14653528128762	ZNF732	34646	4	264464	299110	NA	10971	1
10718	-0.41879919453353	ZNF141	47050	4	331603	378653	NA	10718	1
10966	1.31959830082777	ZNF721	73341	4	419604	492945	NA	10966	1
7239	1.36095852428262	PIGG	40996	4	492989	533985	NA	7239	1
7082	-1.57622317240447	PDE6B	45198	4	619373	664571	NA	7082	1
5982	-1.99620919551608	MYL5	8453	4	667369	675822	NA	5982	1
7036	0.31791788576163	PCGF3	64891	4	699537	764428	NA	7036	1
1941	0.36735652084952	CPLX1	41241	4	778745	819986	NA	1941	1
3308	-0.142911502987833	GAK	83097	4	843064	926161	NA	3308	1
2379	-2.1104289124795	DGKQ	28008	4	952675	980683	NA	2379	1
8923	-0.0356495612502339	SLC26A1	14367	4	972861	987228	NA	8923	1
4188	-0.0180469664374287	IDUA	17531	4	980785	998316	NA	4188	1
3123	-0.0180469664374287	FGFRL1	16961	4	1003724	1020685	NA	3123	1
9274	0.710940273203813	SPON2	42030	4	1160720	1202750	NA	9274	1
2051	0.710940273203813	CTBP1	38505	4	1205236	1243741	NA	2051	1
10452	-1.26922566533052	UVSSA	40783	4	1341054	1381837	NA	10452	1
8829	-0.0652996137569333	SLBP	19755	4	1694527	1714282	NA	8829	1
9866	0.000395546905588435	TMEM129	5406	4	1717679	1723085	NA	9866	1
9560	-0.566372076742012	TACC3	23671	4	1723227	1746898	NA	9560	1
3121	0.466402170581488	FGFR3	15565	4	1795034	1810599	NA	3121	1
6157	-0.0413297511393207	NELFA	59189	4	1984441	2043630	NA	6157	1
5656	-1.16100822087507	MIR943	93	4	1988111	1988204	NA	5656	1
6041	0.184044833388289	NAT8L	9577	4	2061239	2070816	NA	6041	1
7461	-0.214038224020787	POLN	170203	4	2073645	2243848	NA	7461	1
3803	-0.15540888071158	HAUS3	14700	4	2229191	2243891	NA	3803	1
5945	-0.15540888071158	MXD4	14862	4	2249159	2264021	NA	5945	1
10686	0.214454667407876	ZFYVE28	149081	4	2271309	2420390	NA	10686	1
8289	-0.433034378845107	RNF4	163100	4	2463947	2627047	NA	8289	1
9931	-1.4978398009333	TNIP2	14728	4	2743375	2758103	NA	9931	1
8750	-1.33599061405069	SH3BP2	48075	4	2794750	2842825	NA	8750	1
237	0.873840756035417	ADD1	86219	4	2845584	2931803	NA	237	1
6280	0.912728280089524	NOP14	25452	4	2939660	2965112	NA	6280	1
3677	0.873840756035417	GRK4	77139	4	2965335	3042474	NA	3677	1
4150	1.26370977312895	HTT	169268	4	3076408	3245676	NA	4150	1
8154	1.26370977312895	RGS12	146885	4	3294755	3441640	NA	8154	1
3878	0.91983213546135	HGFAC	7597	4	3443614	3451211	NA	3878	1
5148	0.841044504207476	LRPAP1	26183	4	3508103	3534286	NA	5148	1
267	-0.154360953515364	ADRA2C	2176	4	3768075	3770251	NA	267	1
9457	0.0502343460593519	STX18	126604	4	4417469	4544073	NA	9457	1
5868	0.298964573775916	MSX1	4270	4	4861393	4865663	NA	5868	1
2894	2.80157780452392	EVC2	166776	4	5544499	5711275	NA	2894	1
2893	0.707911107709226	EVC	117848	4	5712924	5830772	NA	2893	1
1995	0.707911107709226	CRMP1	144974	4	5749811	5894785	NA	1995	1
10562	0.767075287899215	WFS1	33416	4	6271576	6304992	NA	10562	1
7581	0.842703583001628	PPP2R2C	243022	4	6322305	6565327	NA	7581	1
5248	1.72161070983642	MAN2B2	48187	4	6576902	6625089	NA	5248	1
8497	-0.610555633641805	S100P	4101	4	6694796	6698897	NA	8497	1
5763	-0.165384756260773	MRFAP1L1	2179	4	6709428	6711607	NA	5763	1
978	-0.165384756260773	BLOC1S4	1545	4	6717842	6719387	NA	978	1
9644	-1.27217369938625	TBC1D14	123876	4	6910969	7034845	NA	9644	1
9567	-1.5846336317437	TADA2B	16053	4	7043626	7059679	NA	9567	1
3691	-1.54711530908417	GRPEL1	9291	4	7060633	7069924	NA	3691	1
7716	2.46811279080018	PSAPL1	4678	4	7432022	7436700	NA	7716	1
73	0.286920348145058	ABLIM2	193520	4	7967039	8160559	NA	73	1
124	-0.0284547137277318	ACOX3	74441	4	8368009	8442450	NA	124	1
10108	-0.0284547137277318	TRMT44	57391	4	8437867	8495258	NA	10108	1
10392	0.359161262636875	USP17L10	1592	4	9212383	9213975	NA	10392	1
10395	0.288312622225737	USP17L13	15831	4	9212383	9228214	NA	10395	1
10393	0.300543814745714	USP17L11	1592	4	9217131	9218723	NA	10393	1
10394	0.238049503005091	USP17L12	1592	4	9221878	9223470	NA	10394	1
10396	0.0390294905807151	USP17L15	1589	4	9236111	9237700	NA	10396	1
10397	-0.129852036192639	USP17L17	1592	4	9245605	9247197	NA	10397	1
10398	-0.205196649672302	USP17L18	1592	4	9250356	9251948	NA	10398	1
10399	-0.306832823931292	USP17L19	1592	4	9255104	9256696	NA	10399	1
10401	-0.418028778526726	USP17L20	1592	4	9259850	9261442	NA	10401	1
10402	-0.540515653707707	USP17L21	1592	4	9264598	9266190	NA	10402	1
10403	-0.648129972373304	USP17L22	1592	4	9269345	9270937	NA	10403	1
10404	-2.84909109899984	USP17L24	1592	4	9326891	9328483	NA	10404	1
10405	-2.84909109899984	USP17L25	1592	4	9331637	9333229	NA	10405	1
10406	-2.84909109899984	USP17L26	1592	4	9336384	9337976	NA	10406	1
10411	-2.84909109899984	USP17L5	1592	4	9341129	9342721	NA	10411	1
10407	-2.84909109899984	USP17L27	1592	4	9345874	9347466	NA	10407	1
10408	-2.84909109899984	USP17L28	1592	4	9350619	9352211	NA	10408	1
10409	-2.84909109899984	USP17L29	1592	4	9355364	9356956	NA	10409	1
10410	-2.84909109899984	USP17L30	1592	4	9364855	9366447	NA	10410	1
8957	-0.12100254243559	SLC2A9	283783	4	9772777	10056560	NA	8957	1
2549	-0.166125180476464	DRD5	2374	4	9783258	9785632	NA	2549	1
10536	0.638345203984077	WDR1	42610	4	10075963	10118573	NA	10536	1
4078	0.883399307616292	HS3ST1	36615	4	11394774	11431389	NA	4078	1
1938	-1.08740647012927	CPEB2	67479	4	15004298	15071777	NA	1938	1
1259	-0.2563349525389	CC2D2A	131691	4	15471489	15603180	NA	1259	1
3020	-0.109440750165537	FBXL5	77140	4	15606162	15683302	NA	3020	1
1040	-0.00510647021994204	BST1	35363	4	15704573	15739936	NA	1040	1
1382	-0.215760026579363	CD38	74955	4	15779898	15854853	NA	1382	1
3114	0.00153224777888642	FGFBP1	3171	4	15937192	15940363	NA	3114	1
3115	0.459473833208354	FGFBP2	9066	4	15961866	15970932	NA	3115	1
7692	0.0510690300817279	PROM1	121302	4	15964699	16086001	NA	7692	1
7883	-0.22252523506844	QDPR	51973	4	17461884	17513857	NA	7883	1
4961	-0.16128890094617	LAP3	30780	4	17578815	17609595	NA	4961	1
5411	-2.0151617713607	MED28	19474	4	17616254	17635728	NA	5411	1
6053	-2.69191655282665	NCAPG	33960	4	17812525	17846485	NA	6053	1
9092	0.144801505899132	SLIT2	367301	4	20254883	20622184	NA	9092	1
4579	0.446239544525234	KCNIP4	1220183	4	20730239	21950422	NA	4579	1
7527	0.327910322973464	PPARGC1A	149048	4	23756664	23905712	NA	7527	1
2395	-0.842246786360118	DHX15	67109	4	24519064	24586173	NA	2395	1
9214	0.474369244941302	SOD3	10930	4	24791534	24802464	NA	9214	1
5030	1.87016795912087	LGI2	32032	4	25000469	25032501	NA	5030	1
8651	1.05145795403217	SEPSECS	40577	4	25121627	25162204	NA	8651	1
7227	0.741268887610354	PI4K2B	118451	4	25162263	25280714	NA	7227	1
439	0.701356866637916	ANAPC4	41285	4	25378835	25420120	NA	439	1
8969	1.14862576400656	SLC34A2	23447	4	25656923	25680370	NA	8969	1
8073	0.10486054108418	RBPJ	271464	4	26165077	26436541	NA	8073	1
1268	-0.077998291716471	CCKAR	9062	4	26483022	26492084	NA	1268	1
9427	-0.850820703239356	STIM2	167703	4	26859300	27027003	NA	9427	1
7032	-0.82962024328031	PCDH7	426385	4	30722037	31148422	NA	7032	1
564	0.518584453869798	ARAP2	296288	4	35949843	36246131	NA	564	1
7194	-0.854396584494811	PGM2	36303	4	37828255	37864558	NA	7194	1
9639	-0.914875788621267	TBC1D1	248088	4	37892708	38140796	NA	9639	1
7857	-0.708115825881624	PTTG2	690	4	37962056	37962746	NA	7857	1
4731	-1.36447968262342	KLF3	36846	4	38665817	38702663	NA	4731	1
9841	0.278210284705976	TLR10	10751	4	38773860	38784611	NA	9841	1
9840	0.129191030690434	TLR1	66140	4	38792298	38858438	NA	9840	1
9846	0.2176420912211	TLR6	33102	4	38825336	38858438	NA	9846	1
4746	-0.450279538082546	KLHL5	81818	4	39046659	39128477	NA	4746	1
10539	-2.44054973849157	WDR19	103406	4	39184024	39287430	NA	10539	1
8122	-1.69069499827965	RFC1	78919	4	39289076	39367995	NA	8122	1
4723	-0.563684012987967	KLB	44683	4	39408473	39453156	NA	4723	1
8369	-0.390145587381119	RPL9	4824	4	39455744	39460568	NA	8369	1
5042	-0.451726880657426	LIAS	18653	4	39460620	39479273	NA	5042	1
10311	-0.482329457537151	UGDH	29556	4	39500375	39529931	NA	10311	1
10258	-0.46150696566648	UBE2K	84748	4	39699664	39784412	NA	10258	1
7117	-0.57776108760214	PDS5A	155093	4	39824483	39979576	NA	7117	1
8189	-0.295412459662171	RHOH	55914	4	40192673	40248587	NA	8189	1
1645	-0.139459389803919	CHRNA9	19888	4	40337346	40357234	NA	1645	1
10296	0.519858093642954	UCHL1	12042	4	41258430	41270472	NA	10296	1
816	-0.103044130832148	ATP8A1	248732	4	42410390	42659122	NA	816	1
3556	-2.48768977112769	GNPDA2	44395	4	44684217	44728612	NA	3556	1
3295	-5.274662366766	GABRG1	88312	4	46037786	46126098	NA	3295	1
3287	0.417597988389113	GABRA2	226803	4	46250444	46477247	NA	3287	1
1925	-0.657131178332106	COX7B2	174408	4	46736844	46911252	NA	1925	1
3288	-0.862673299679647	GABRA4	75507	4	46920917	46996424	NA	3288	1
3291	0.855843293192283	GABRB1	432721	4	46995740	47428461	NA	3291	1
767	0.303009915078632	ATP10D	108198	4	47487305	47595503	NA	767	1
1900	0.0894646458281788	CORIN	244108	4	47596015	47840123	NA	1900	1
6215	0.766590466935367	NIPAL1	126029	4	47916159	48042188	NA	6215	1
1776	1.0335839952534	CNGA1	80695	4	47937994	48018689	NA	1776	1
10206	1.0335839952534	TXK	67863	4	48068410	48136273	NA	10206	1
9710	-0.00840882199062836	TEC	134081	4	48137800	48271881	NA	9710	1
2258	0.045090748247227	DCUN1D4	73837	4	52709166	52783003	NA	2258	1
8731	-2.5218116487119	SGCB	17776	4	52886872	52904648	NA	8731	1
3133	1.71984167280192	FIP1L1	917629	4	54243810	55161439	NA	3133	1
5106	1.4919590606604	LNX1	242104	4	54325468	54567572	NA	5106	1
7096	2.6454353391634	PDGFRA	69150	4	55095264	55164414	NA	7096	1
4720	2.41128579706753	KIT	82796	4	55524085	55606881	NA	4720	1
