Population	GeneID	Chr	Start	End	Biotype	LR.gene.max
Anatolia_EF	MUSTN1	3	52867130	52869235	protein_coding	1.623325
Anatolia_EF	MYD88	3	38179969	38184513	protein_coding	1.209316
Anatolia_EF	MYH15	3	108099216	108248169	protein_coding	2.455955
Anatolia_EF	MYL3	3	46899362	46923659	protein_coding	9.663264
Anatolia_EF	MYLK	3	123328896	123603178	protein_coding	19.383786
Anatolia_EF	MYNN	3	169490619	169507504	protein_coding	1.568914
Anatolia_EF	MYRIP	3	39850405	40301812	protein_coding	4.933826
Anatolia_EF	NAA50	3	113435307	113465147	protein_coding	2.233286
Anatolia_EF	NAALADL2	3	174156363	175523428	protein_coding	12.714799
Anatolia_EF	NBEAL2	3	47021173	47051193	protein_coding	1.953473
Anatolia_EF	NCBP2	3	196662273	196669468	protein_coding	1.170871
Anatolia_EF	NCBP2-AS2	3	196669494	196670411	lincRNA	1.170871
Anatolia_EF	NCEH1	3	172348039	172429008	protein_coding	4.409156
Anatolia_EF	NCK1	3	136581050	136668665	protein_coding	1.628295
Anatolia_EF	NCKIPSD	3	48701364	48723797	protein_coding	12.976124
Anatolia_EF	NDUFAF3	3	49057892	49060928	protein_coding	0.769334
Anatolia_EF	NDUFB4	3	120315156	120321347	protein_coding	6.487135
Anatolia_EF	NDUFB5	3	179322478	179345435	protein_coding	2.198484
Anatolia_EF	NEK10	3	27151576	27410951	protein_coding	16.606946
Anatolia_EF	NEK11	3	130745694	131069309	protein_coding	9.609077
Anatolia_EF	NEK4	3	52744800	52804965	protein_coding	1.856921
Anatolia_EF	NFKBIZ	3	101546835	101579866	protein_coding	0.788694
Anatolia_EF	NGLY1	3	25760435	25831530	protein_coding	3.578847
Anatolia_EF	NICN1	3	49460379	49466759	protein_coding	0.571867
Anatolia_EF	NISCH	3	52489134	52527087	protein_coding	4.468286
Anatolia_EF	NIT2	3	100053545	100075710	protein_coding	1.427021
Anatolia_EF	NKIRAS1	3	23933151	23988082	protein_coding	3.288935
Anatolia_EF	NKTR	3	42642106	42690227	protein_coding	0.861712
Anatolia_EF	NLGN1	3	173114074	174004434	protein_coding	8.805802
Anatolia_EF	NMD3	3	160822484	160971320	protein_coding	6.046977
Anatolia_EF	NME6	3	48334754	48343175	protein_coding	2.075639
Anatolia_EF	NME9	3	137980279	138048728	protein_coding	1.642728
Anatolia_EF	NMNAT3	3	139279022	139396859	protein_coding	3.058605
Anatolia_EF	NPHP3	3	132276986	132441303	protein_coding	5.867787
Anatolia_EF	NPRL2	3	50384761	50388522	protein_coding	8.775011
Anatolia_EF	NR1D2	3	23986751	24022109	protein_coding	3.101837
Anatolia_EF	NR1I2	3	119499331	119537332	protein_coding	2.802364
Anatolia_EF	NR2C2	3	14989091	15095107	protein_coding	2.44823
Anatolia_EF	NRROS	3	196366557	196388875	protein_coding	1.66898
Anatolia_EF	NSUN3	3	93781760	93847389	protein_coding	4.549733
Anatolia_EF	NT5DC2	3	52558386	52569070	protein_coding	1.363153
Anatolia_EF	NUDT16	3	131100515	131107674	protein_coding	9.609077
Anatolia_EF	NUP210	3	13357737	13461809	protein_coding	2.11083
Anatolia_EF	NXPE3	3	101498046	101547073	protein_coding	0.788694
Anatolia_EF	OGG1	3	9791628	9829903	protein_coding	11.058415
Anatolia_EF	OPA1	3	193310933	193415612	protein_coding	2.395788
Anatolia_EF	OR5AC2	3	97806017	97806946	protein_coding	1.088218
Anatolia_EF	OR5H1	3	97851542	97852483	protein_coding	0.06589
Anatolia_EF	OR5H14	3	97868170	97869249	protein_coding	0.06589
Anatolia_EF	OR5H15	3	97887544	97888485	protein_coding	2.387941
Anatolia_EF	OR5H2	3	98001732	98002676	protein_coding	1.375699
Anatolia_EF	OR5H6	3	97983088	97984200	protein_coding	1.375699
Anatolia_EF	OR5K1	3	98188324	98189420	protein_coding	3.951117
Anatolia_EF	OR5K2	3	98216448	98217496	protein_coding	3.951117
Anatolia_EF	OR5K3	3	98109510	98110475	protein_coding	4.294477
Anatolia_EF	OR5K4	3	98072698	98073663	protein_coding	4.294477
Anatolia_EF	OSBPL10	3	31699382	32119072	protein_coding	3.504784
Anatolia_EF	OSBPL11	3	125247702	125313934	protein_coding	1.216252
Anatolia_EF	OSTN	3	190917030	190983404	protein_coding	2.552415
Anatolia_EF	OTOL1	3	161214596	161221730	protein_coding	1.80869
Anatolia_EF	OXNAD1	3	16306706	16391806	protein_coding	3.623105
Anatolia_EF	OXSM	3	25824408	25836025	protein_coding	3.578847
Anatolia_EF	OXSR1	3	38206580	38296979	protein_coding	2.04905
Anatolia_EF	OXTR	3	8792094	8811314	protein_coding	2.312922
Anatolia_EF	P2RY1	3	152552736	152555841	protein_coding	2.622238
Anatolia_EF	P2RY12	3	151055168	151102600	protein_coding	2.61477
Anatolia_EF	P2RY13	3	151044100	151047336	protein_coding	2.61477
Anatolia_EF	P2RY14	3	150929905	150996255	protein_coding	3.91566
Anatolia_EF	P4HTM	3	49027319	49044587	protein_coding	0.482393
Anatolia_EF	PAK2	3	196466728	196559518	protein_coding	1.66898
Anatolia_EF	PAQR9	3	142668006	142682178	protein_coding	1.662546
Anatolia_EF	PARL	3	183547173	183602721	protein_coding	2.807168
Anatolia_EF	PARP14	3	122399465	122449687	protein_coding	2.134631
Anatolia_EF	PARP15	3	122296449	122357894	protein_coding	9.476505
Anatolia_EF	PARP3	3	51976361	51982883	protein_coding	15.141628
Anatolia_EF	PARP9	3	122246771	122283424	protein_coding	9.45793
Anatolia_EF	PBRM1	3	52579368	52719933	protein_coding	1.856921
Anatolia_EF	PCBP4	3	51991470	52002426	protein_coding	16.362853
Anatolia_EF	PCCB	3	135969148	136056738	protein_coding	2.047115
Anatolia_EF	PCNP	3	101292939	101313281	protein_coding	2.517107
Anatolia_EF	PCOLCE2	3	142534764	142608045	protein_coding	3.407778
Anatolia_EF	PCYT1A	3	195941093	196014828	protein_coding	2.47233
Anatolia_EF	PDCD10	3	167401086	167452727	protein_coding	3.520838
Anatolia_EF	PDCD6IP	3	33839844	33911194	protein_coding	3.331721
Anatolia_EF	PDE12	3	57542003	57552571	protein_coding	2.00141
Anatolia_EF	PDHB	3	58413357	58419584	protein_coding	2.384105
Anatolia_EF	PDIA5	3	122785909	122944074	protein_coding	7.955636
Anatolia_EF	PDZRN3	3	73431584	73674091	protein_coding	2.000719
Anatolia_EF	PEX5L	3	179512746	179754841	protein_coding	5.092613
Anatolia_EF	PFKFB4	3	48555117	48599448	protein_coding	9.918246
Anatolia_EF	PFN2	3	149682691	149768575	protein_coding	2.645933
Anatolia_EF	PHC3	3	169804520	169899537	protein_coding	3.755886
Anatolia_EF	PHF7	3	52444673	52457657	protein_coding	4.468286
Anatolia_EF	PHLDB2	3	111451344	111695364	protein_coding	3.026103
Anatolia_EF	PIGX	3	196366646	196462878	protein_coding	1.66898
Anatolia_EF	PIGZ	3	196673214	196695931	protein_coding	1.648118
Anatolia_EF	PIK3CA	3	178865902	178957881	protein_coding	2.711971
Anatolia_EF	PIK3CB	3	138372860	138553780	protein_coding	2.191191
Anatolia_EF	PIK3R4	3	130397779	130465673	protein_coding	1.421512
Anatolia_EF	PLA1A	3	119316689	119348658	protein_coding	5.98837
Anatolia_EF	PLCD1	3	38048987	38071253	protein_coding	1.705741
Anatolia_EF	PLCH1	3	155093369	155462856	protein_coding	8.12886
Anatolia_EF	PLCL2	3	16844159	17132086	protein_coding	12.311222
Anatolia_EF	PLCXD2	3	111393523	111565294	protein_coding	3.026103
Anatolia_EF	PLD1	3	171318195	171528740	protein_coding	2.588901
Anatolia_EF	PLOD2	3	145787227	145881440	protein_coding	3.395012
Anatolia_EF	PLS1	3	142315229	142432506	protein_coding	2.156198
Anatolia_EF	PLSCR1	3	146232967	146262651	protein_coding	1.543153
Anatolia_EF	PLSCR2	3	146109208	146213778	protein_coding	3.627902
Anatolia_EF	PLSCR4	3	145910126	145968966	protein_coding	3.395012
Anatolia_EF	PLSCR5	3	146294342	146324003	protein_coding	2.441942
Anatolia_EF	PLXNA1	3	126707437	126756235	protein_coding	3.576827
Anatolia_EF	PLXNB1	3	48445261	48471594	protein_coding	2.188067
Anatolia_EF	PLXND1	3	129274018	129325661	protein_coding	3.050364
Anatolia_EF	POC1A	3	52109269	52188706	protein_coding	17.21673
Anatolia_EF	PODXL2	3	127348024	127391652	protein_coding	2.004709
Anatolia_EF	POGLUT1	3	119187785	119213555	protein_coding	2.835221
Anatolia_EF	POLQ	3	121150278	121264853	protein_coding	2.509656
Anatolia_EF	POLR2H	3	184079506	184086384	protein_coding	3.109972
Anatolia_EF	POMGNT2	3	43120724	43147568	protein_coding	1.960533
Anatolia_EF	POPDC2	3	119355304	119384171	protein_coding	5.83715
Anatolia_EF	POU1F1	3	87308554	87325737	protein_coding	2.232798
Anatolia_EF	PP2D1	3	20021453	20053822	protein_coding	1.244464
Anatolia_EF	PPARG	3	12328867	12475855	protein_coding	5.059024
Anatolia_EF	PPM1L	3	160473390	160796695	protein_coding	6.046977
Anatolia_EF	PPM1M	3	52279841	52284613	protein_coding	0.696562
Anatolia_EF	PPP1R2	3	195241221	195270209	protein_coding	2.262632
Anatolia_EF	PPP2R3A	3	135684515	135866733	protein_coding	3.485514
Anatolia_EF	PPP4R2	3	73045936	73118350	protein_coding	2.503753
Anatolia_EF	PRICKLE2	3	64079543	64431152	protein_coding	4.402087
Anatolia_EF	PRKAR2A	3	48782030	48885279	protein_coding	1.122206
Anatolia_EF	PRKCD	3	53190025	53226733	protein_coding	3.465612
Anatolia_EF	PRKCI	3	169940153	170023769	protein_coding	1.426153
Anatolia_EF	PROK2	3	71820807	71834357	protein_coding	5.455742
Anatolia_EF	PROS1	3	93591881	93692910	protein_coding	1.669199
Anatolia_EF	PRR23A	3	138722804	138725110	protein_coding	10.54094
Anatolia_EF	PRR23B	3	138737873	138739768	protein_coding	6.716126
Anatolia_EF	PRR23C	3	138760944	138763734	protein_coding	1.814693
Anatolia_EF	PRRT3	3	9987226	9994078	protein_coding	22.497936
Anatolia_EF	PRSS42	3	46871032	46875585	protein_coding	14.394078
Anatolia_EF	PRSS45	3	46783582	46854048	protein_coding	14.401445
Anatolia_EF	PRSS50	3	46753605	46854064	protein_coding	14.401445
Anatolia_EF	PSMD2	3	184016497	184026842	protein_coding	3.109972
Anatolia_EF	PSMD6	3	63996225	64009658	protein_coding	4.331182
Anatolia_EF	PTH1R	3	46919236	46945287	protein_coding	9.253157
Anatolia_EF	PTPN23	3	47422501	47454931	protein_coding	0.046623
Anatolia_EF	PTPRG	3	61547243	62283288	protein_coding	12.428834
Anatolia_EF	PTX3	3	157154578	157161417	protein_coding	1.917838
Anatolia_EF	PXK	3	58318607	58411748	protein_coding	2.439315
Anatolia_EF	PYDC2	3	191178952	191179245	protein_coding	2.642847
Anatolia_EF	QARS	3	49133365	49142553	protein_coding	2.231893
Anatolia_EF	QRICH1	3	49067140	49131796	protein_coding	2.231893
Anatolia_EF	RAB43	3	128806412	128841644	protein_coding	9.521149
Anatolia_EF	RAB5A	3	19988571	20026667	protein_coding	3.842888
Anatolia_EF	RAB6B	3	133543083	133614680	protein_coding	2.126021
Anatolia_EF	RAB7A	3	128444965	128533639	protein_coding	1.801679
Anatolia_EF	RABL3	3	120405528	120461840	protein_coding	3.242082
Anatolia_EF	RAD18	3	8817088	9005457	protein_coding	2.651289
Anatolia_EF	RAD54L2	3	51575160	51702683	protein_coding	5.101263
Anatolia_EF	RAF1	3	12625100	12705725	protein_coding	1.406844
Anatolia_EF	RAP2B	3	152880029	152886265	protein_coding	2.487969
Anatolia_EF	RARB	3	25215823	25639423	protein_coding	6.070191
Anatolia_EF	RARRES1	3	158414681	158450485	protein_coding	1.995106
Anatolia_EF	RASA2	3	141205889	141334184	protein_coding	2.128319
Anatolia_EF	RASSF1	3	50367219	50378411	protein_coding	8.775011
Anatolia_EF	RBM15B	3	51428731	51435330	protein_coding	3.437419
Anatolia_EF	RBM5	3	50126341	50156454	protein_coding	1.326656
Anatolia_EF	RBM6	3	49977440	50137478	protein_coding	2.154127
Anatolia_EF	RBMS3	3	29322473	30051886	protein_coding	3.159182
Anatolia_EF	RBP1	3	139236276	139258671	protein_coding	2.906892
Anatolia_EF	RBP2	3	139171726	139199589	protein_coding	1.122771
Anatolia_EF	RETNLB	3	108462271	108476231	protein_coding	4.049814
Anatolia_EF	RFC4	3	186507669	186524847	protein_coding	2.780658
Anatolia_EF	RFT1	3	53122499	53164478	protein_coding	3.465612
Anatolia_EF	RFTN1	3	16355081	16555533	protein_coding	4.140535
Anatolia_EF	RHO	3	129247483	129254012	protein_coding	1.222732
Anatolia_EF	RHOA	3	49396578	49450431	protein_coding	0.967091
Anatolia_EF	RNF123	3	49726932	49758962	protein_coding	0.788695
Anatolia_EF	RNF13	3	149530495	149679926	protein_coding	2.259563
Anatolia_EF	RNF168	3	196195654	196230639	protein_coding	1.671769
Anatolia_EF	RNF7	3	141457046	141466402	protein_coding	2.566982
Anatolia_EF	RNU6-26P	3	98523822	98523928	snRNA	1.151831
Anatolia_EF	RNU6-42P	3	196511851	196511957	snRNA	0.991926
Anatolia_EF	ROBO1	3	78646390	79816965	protein_coding	3.639777
Anatolia_EF	ROBO2	3	75955846	77699115	protein_coding	6.443077
Anatolia_EF	ROPN1	3	123687368	123711025	protein_coding	1.828212
Anatolia_EF	ROPN1B	3	125687987	125702297	protein_coding	0.64953
Anatolia_EF	RPL14	3	40498783	40503861	protein_coding	0.914181
Anatolia_EF	RPL15	3	23958036	23965183	protein_coding	3.288935
Anatolia_EF	RPL22L1	3	170582664	170588272	protein_coding	1.055484
Anatolia_EF	RPL24	3	101399935	101405626	protein_coding	0.345063
Anatolia_EF	RPL29	3	52027616	52029958	protein_coding	17.21673
Anatolia_EF	RPL32	3	12875984	12883087	protein_coding	2.884183
Anatolia_EF	RPL35A	3	197676858	197683481	protein_coding	4.142994
Anatolia_EF	RPL39L	3	186838736	186898696	protein_coding	3.085514
Anatolia_EF	RPN1	3	128338817	128399918	protein_coding	2.013175
Anatolia_EF	RPP14	3	58291974	58310422	protein_coding	2.439315
Anatolia_EF	RPSA	3	39448180	39454033	protein_coding	2.281769
Anatolia_EF	RPUSD3	3	9879533	9886286	protein_coding	11.657556
Anatolia_EF	RRP9	3	51967446	51975957	protein_coding	15.094007
Anatolia_EF	RSRC1	3	157823644	158263519	protein_coding	1.786364
Anatolia_EF	RTP1	3	186915274	186919253	protein_coding	1.084514
Anatolia_EF	RTP2	3	187416047	187420345	protein_coding	10.943962
Anatolia_EF	RTP3	3	46538981	46542439	protein_coding	1.87452
Anatolia_EF	RTP4	3	187086120	187089864	protein_coding	2.248296
Anatolia_EF	RUVBL1	3	127783621	127872757	protein_coding	5.738627
Anatolia_EF	RYBP	3	72420976	72496069	protein_coding	4.217787
Anatolia_EF	RYK	3	133784147	133969689	protein_coding	1.953555
Anatolia_EF	SACM1L	3	45730548	45786916	protein_coding	6.609282
Anatolia_EF	SAMD7	3	169629360	169656963	protein_coding	2.870579
Anatolia_EF	SATB1	3	18386879	18487080	protein_coding	4.341741
Anatolia_EF	SCAP	3	47455203	47518616	protein_coding	0.139755
Anatolia_EF	SCARNA7	3	160232695	160233024	snoRNA	14.027574
Anatolia_EF	SCHIP1	3	159557650	159615149	protein_coding	0.487904
Anatolia_EF	SCN10A	3	38738293	38835501	protein_coding	6.86157
Anatolia_EF	SCN11A	3	38887260	38992052	protein_coding	2.653871
Anatolia_EF	SCN5A	3	38589548	38691164	protein_coding	3.611581
Anatolia_EF	SEC13	3	10334815	10362862	protein_coding	2.571532
Anatolia_EF	SEC22A	3	122920774	122992977	protein_coding	2.367907
Anatolia_EF	SEC22C	3	42589461	42642572	protein_coding	2.284416
Anatolia_EF	SEC61A1	3	127770484	127790526	protein_coding	2.778794
Anatolia_EF	SEC62	3	169684423	169716161	protein_coding	3.755886
Anatolia_EF	SEMA3F	3	50192478	50226508	protein_coding	4.38192
Anatolia_EF	SEMA3G	3	52467069	52479101	protein_coding	4.468286
Anatolia_EF	SEMA5B	3	122628041	122747452	protein_coding	8.084667
Anatolia_EF	SENP2	3	185300284	185351339	protein_coding	8.106788
Anatolia_EF	SENP5	3	196594727	196661585	protein_coding	1.170871
Anatolia_EF	SENP7	3	101043049	101232085	protein_coding	1.797628
Anatolia_EF	SERP1	3	150259781	150321015	protein_coding	1.68758
Anatolia_EF	SERPINI1	3	167453031	167543356	protein_coding	3.520838
Anatolia_EF	SERPINI2	3	167159577	167196792	protein_coding	2.508354
Anatolia_EF	SETD2	3	47057919	47205457	protein_coding	1.953473
Anatolia_EF	SETD5	3	9439299	9520924	protein_coding	3.196413
Anatolia_EF	SETMAR	3	4344988	4359251	protein_coding	2.342914
Anatolia_EF	SFMBT1	3	52937588	53080766	protein_coding	2.683405
Anatolia_EF	SH3BP5	3	15296360	15382875	protein_coding	3.83163
Anatolia_EF	SHISA5	3	48509197	48542259	protein_coding	0.591512
Anatolia_EF	SHOX2	3	157814948	157824292	protein_coding	1.416922
Anatolia_EF	SHQ1	3	72798428	72911065	protein_coding	5.704421
Anatolia_EF	SI	3	164696686	164796283	protein_coding	0.921365
Anatolia_EF	SIAH2	3	150458914	150481264	protein_coding	7.519133
Anatolia_EF	SIDT1	3	113251143	113348425	protein_coding	4.551408
Anatolia_EF	SKIL	3	170075466	170114623	protein_coding	1.294206
Anatolia_EF	SLC12A8	3	124801480	124998021	protein_coding	4.129823
Anatolia_EF	SLC15A2	3	121612936	121662949	protein_coding	2.60358
Anatolia_EF	SLC22A13	3	38307303	38319806	protein_coding	2.292746
Anatolia_EF	SLC22A14	3	38323785	38360066	protein_coding	2.885929
Anatolia_EF	SLC25A20	3	48894369	48936426	protein_coding	0.074025
Anatolia_EF	SLC25A26	3	66119285	66438540	protein_coding	3.551494
Anatolia_EF	SLC25A36	3	140660672	140698775	protein_coding	12.201436
Anatolia_EF	SLC25A38	3	39424839	39438842	protein_coding	2.281769
Anatolia_EF	SLC26A6	3	48663156	48672926	protein_coding	12.976124
Anatolia_EF	SLC2A2	3	170714137	170744539	protein_coding	2.367654
Anatolia_EF	SLC33A1	3	155538813	155572218	protein_coding	3.927708
Anatolia_EF	SLC35A5	3	112280556	112304424	protein_coding	4.370395
Anatolia_EF	SLC35G2	3	136537489	136574734	protein_coding	3.953259
Anatolia_EF	SLC41A3	3	125725198	125820404	protein_coding	1.927582
Anatolia_EF	SLC4A7	3	27414214	27525911	protein_coding	2.740573
Anatolia_EF	SLC51A	3	195938358	195970049	protein_coding	2.47233
Anatolia_EF	SLC6A1	3	11034410	11080933	protein_coding	5.395814
Anatolia_EF	SLC6A11	3	10857885	10982419	protein_coding	4.520972
Anatolia_EF	SLC6A20	3	45796942	45838027	protein_coding	2.959429
Anatolia_EF	SLC6A6	3	14444076	14530857	protein_coding	2.216355
Anatolia_EF	SLC7A14	3	170177372	170303863	protein_coding	7.830018
Anatolia_EF	SLC9A9	3	142984064	143567373	protein_coding	9.561154
Anatolia_EF	SLC9C1	3	111859734	112013105	protein_coding	1.444014
Anatolia_EF	SLCO2A1	3	133651540	133771028	protein_coding	1.953555
Anatolia_EF	SLITRK3	3	164904508	164914897	protein_coding	1.487653
Anatolia_EF	SLMAP	3	57741177	57914895	protein_coding	1.803316
Anatolia_EF	SMARCC1	3	47626762	47823596	protein_coding	0.278979
Anatolia_EF	SMC4	3	160117062	160152750	protein_coding	13.89649
Anatolia_EF	SMCO1	3	196233748	196242237	protein_coding	1.671769
Anatolia_EF	SMIM4	3	52568029	52613253	protein_coding	1.363153
Anatolia_EF	SNORA4	3	186505401	186505538	snoRNA	2.502384
Anatolia_EF	SNORA58	3	131197941	131198077	snoRNA	2.096314
Anatolia_EF	SNORA6	3	39449880	39450030	snoRNA	2.281769
Anatolia_EF	SNORA7A	3	12881811	12881949	snoRNA	2.884183
Anatolia_EF	SNORA7B	3	129116053	129116191	snoRNA	4.321438
Anatolia_EF	SNORA81	3	186504464	186504641	snoRNA	2.502384
Anatolia_EF	SNORD19	3	52723264	52723331	snoRNA	1.856921
Anatolia_EF	SNORD66	3	184043484	184043559	snoRNA	3.109972
Anatolia_EF	SNORD69	3	52726752	52726828	snoRNA	1.856921
Anatolia_EF	SNRK	3	43328004	43466256	protein_coding	4.302959
Anatolia_EF	SNTN	3	63638344	63664696	protein_coding	1.303038
Anatolia_EF	SNX4	3	125165495	125239041	protein_coding	0.743337
Anatolia_EF	SOX14	3	137483579	137484396	protein_coding	2.98871
Anatolia_EF	SOX2	3	181429714	181432221	protein_coding	2.006079
Anatolia_EF	SOX2-OT	3	180707558	181554668	miRNA	3.324554
Anatolia_EF	SPATA12	3	57094469	57109460	protein_coding	0.388315
Anatolia_EF	SPATA16	3	172607148	172859058	protein_coding	2.928727
Anatolia_EF	SPCS1	3	52738971	52742182	protein_coding	1.856921
Anatolia_EF	SPICE1	3	113161565	113234034	protein_coding	4.551408
Anatolia_EF	SPINK8	3	48348336	48369831	protein_coding	2.075639
Anatolia_EF	SPSB4	3	140770244	140867453	protein_coding	5.675257
Anatolia_EF	SPTSSB	3	161062580	161090668	protein_coding	3.939651
Anatolia_EF	SRGAP3	3	9022275	9404737	protein_coding	2.734152
Anatolia_EF	SRPRB	3	133502877	133544616	protein_coding	4.214666
Anatolia_EF	SS18L2	3	42623332	42636606	protein_coding	2.284416
Anatolia_EF	SSR3	3	156257929	156272973	protein_coding	2.429005
Anatolia_EF	SST	3	187386694	187388187	protein_coding	10.943962
Anatolia_EF	SSUH2	3	8661086	8786726	protein_coding	3.382041
Anatolia_EF	ST3GAL6	3	98451080	98540045	protein_coding	1.151831
Anatolia_EF	ST6GAL1	3	186648274	186796341	protein_coding	4.792775
Anatolia_EF	STAB1	3	52529354	52558511	protein_coding	1.508557
Anatolia_EF	STAC	3	36421836	36589499	protein_coding	8.336122
Anatolia_EF	STAG1	3	136055077	136471220	protein_coding	3.953259
Anatolia_EF	STT3B	3	31574130	31679112	protein_coding	1.901348
Anatolia_EF	STX19	3	93733213	93747454	protein_coding	0.973666
Anatolia_EF	STXBP5L	3	120626919	121143608	protein_coding	4.100139
Anatolia_EF	SUCLG2	3	67410884	67705038	protein_coding	10.04912
Anatolia_EF	SUCNR1	3	151591431	151602405	protein_coding	2.444619
Anatolia_EF	SUMF1	3	3742498	4508965	protein_coding	9.96711
Anatolia_EF	SUSD5	3	33191537	33260707	protein_coding	4.305189
Anatolia_EF	SYNPR	3	63213991	63602597	protein_coding	4.572059
Anatolia_EF	TADA3	3	9821544	9834695	protein_coding	11.058415
Anatolia_EF	TAGLN3	3	111717511	111732734	protein_coding	1.198489
Anatolia_EF	TAMM41	3	11831916	11888393	protein_coding	2.422822
Anatolia_EF	TATDN2	3	10289707	10322902	protein_coding	3.429749
Anatolia_EF	TBC1D23	3	99979844	100044095	protein_coding	1.427021
Anatolia_EF	TBC1D5	3	17198654	18486309	protein_coding	5.039394
Anatolia_EF	TBCCD1	3	186263862	186288332	protein_coding	7.16914
Anatolia_EF	TBL1XR1	3	176737143	176915261	protein_coding	4.848041
Anatolia_EF	TCAIM	3	44379611	44450943	protein_coding	0.915824
Anatolia_EF	TCTA	3	49449639	49453908	protein_coding	0.69763
Anatolia_EF	TCTEX1D2	3	196018090	196045170	protein_coding	2.686439
Anatolia_EF	TDGF1	3	46616045	46668033	protein_coding	9.889435
Anatolia_EF	TERC	3	169482308	169482848	lincRNA	1.568914
Anatolia_EF	TEX264	3	51696709	51738339	protein_coding	5.101263
Anatolia_EF	TF	3	133464800	133497850	protein_coding	4.214666
Anatolia_EF	TFDP2	3	141663277	141868386	protein_coding	2.871474
Anatolia_EF	TFG	3	100428205	100467810	protein_coding	1.95554
Anatolia_EF	TFRC	3	195754054	195809060	protein_coding	4.34974
Anatolia_EF	TGFBR2	3	30647994	30735634	protein_coding	4.707577
Anatolia_EF	TGM4	3	44916100	44956482	protein_coding	6.173766
Anatolia_EF	THOC7	3	63819546	63849579	protein_coding	7.030498
Anatolia_EF	THPO	3	184089723	184095932	protein_coding	3.109972
Anatolia_EF	THRB	3	24158651	24536773	protein_coding	2.953684
Anatolia_EF	THRB-AS1	3	24535578	24541833	lincRNA	2.936554
Anatolia_EF	THUMPD3	3	9404526	9428475	protein_coding	0.731615
Anatolia_EF	TIGIT	3	113995760	114029135	protein_coding	1.512053
Anatolia_EF	TIMMDC1	3	119217379	119243937	protein_coding	2.835221
Anatolia_EF	TIMP4	3	12194551	12200851	protein_coding	6.809338
Anatolia_EF	TIPARP	3	156391024	156424559	protein_coding	1.626971
Anatolia_EF	TKT	3	53258723	53290068	protein_coding	3.465612
Anatolia_EF	TLR9	3	52255096	52273183	protein_coding	0.696562
Anatolia_EF	TM4SF1	3	149086809	149095652	protein_coding	2.525988
Anatolia_EF	TM4SF18	3	149036285	149052201	protein_coding	2.525988
Anatolia_EF	TM4SF19	3	196046213	196065374	protein_coding	2.686439
Anatolia_EF	TM4SF4	3	149191761	149221068	protein_coding	6.111851
Anatolia_EF	TMA7	3	48481667	48485616	protein_coding	2.188067
Anatolia_EF	TMCC1	3	129366635	129612419	protein_coding	8.162082
Anatolia_EF	TMEM108	3	132757235	133116636	protein_coding	3.330572
Anatolia_EF	TMEM110-MUSTN1	3	52867137	52931578	protein_coding	2.683405
Anatolia_EF	TMEM115	3	50392180	50397041	protein_coding	8.775011
Anatolia_EF	TMEM158	3	45265958	45267770	protein_coding	2.207692
Anatolia_EF	TMEM207	3	190146444	190167665	protein_coding	2.264258
Anatolia_EF	TMEM212	3	171561139	171656505	protein_coding	2.354079
Anatolia_EF	TMEM39A	3	119148347	119187677	protein_coding	2.835221
Anatolia_EF	TMEM40	3	12775024	12810956	protein_coding	2.183493
Anatolia_EF	TMEM41A	3	185194284	185216845	protein_coding	8.106788
Anatolia_EF	TMEM42	3	44903361	44907162	protein_coding	6.173766
Anatolia_EF	TMEM43	3	14166440	14185179	protein_coding	4.92727
Anatolia_EF	TMEM44	3	194308402	194354418	protein_coding	4.837637
Anatolia_EF	TMEM45A	3	100211463	100296288	protein_coding	2.072802
Anatolia_EF	TMEM89	3	48658192	48659288	protein_coding	12.976124
Anatolia_EF	TMF1	3	69068978	69101484	protein_coding	2.133869
Anatolia_EF	TMIE	3	46742823	46752376	protein_coding	12.807914
Anatolia_EF	TMPPE	3	33131913	33138293	protein_coding	7.848232
Anatolia_EF	TMPRSS7	3	111753690	111800116	protein_coding	1.412105
Anatolia_EF	TNFSF10	3	172223298	172241297	protein_coding	3.358973
Anatolia_EF	TNIK	3	170779128	171178197	protein_coding	4.71494
Anatolia_EF	TNK2	3	195590235	195638816	protein_coding	1.754721
Anatolia_EF	TNNC1	3	52485118	52488086	protein_coding	4.468286
Anatolia_EF	TOP2B	3	25639475	25706398	protein_coding	1.718669
Anatolia_EF	TOPAZ1	3	44283378	44373590	protein_coding	1.940801
Anatolia_EF	TOPBP1	3	133317019	133380737	protein_coding	2.746399
Anatolia_EF	TP63	3	189349205	189615068	protein_coding	2.084803
Anatolia_EF	TPRA1	3	127291912	127317094	protein_coding	4.740385
Anatolia_EF	TPRG1	3	188665003	189043093	protein_coding	7.80043
Anatolia_EF	TRA2B	3	185633694	185655924	protein_coding	2.764279
Anatolia_EF	TRAIP	3	49866034	49894007	protein_coding	2.335294
Anatolia_EF	TRAK1	3	42055294	42267381	protein_coding	2.925336
Anatolia_EF	TRANK1	3	36868311	36986548	protein_coding	2.145172
Anatolia_EF	TRAT1	3	108541545	108573852	protein_coding	4.049814
Anatolia_EF	TREX1	3	48506445	48509044	protein_coding	2.188067
Anatolia_EF	TRH	3	129693148	129696781	protein_coding	10.124896
Anatolia_EF	TRIM42	3	140396881	140419992	protein_coding	2.008667
Anatolia_EF	TRIM59	3	160150233	160203561	protein_coding	14.027574
