GeneID	entrezID	ensemblID	Chrom	Start	End	Biotype
MAP3K2	10746	ENSG00000169967	2	128056306	128146041	protein_coding
PROC	5624	ENSG00000115718	2	128176003	128186822	protein_coding
MIR4783	100616187	ENSG00000264075	2	128181113	128181194	miRNA
IWS1	55677	ENSG00000163166	2	128193783	128284462	protein_coding
MYO7B	4648	ENSG00000169994	2	128293378	128395304	protein_coding
LIMS2	55679	ENSG00000072163	2	128395956	128439360	protein_coding
GPR17	2840	ENSG00000144230	2	128403439	128410213	protein_coding
WDR33	55339	ENSG00000136709	2	128458596	128568761	protein_coding
SFT2D3	84826	ENSG00000173349	2	128458597	128461385	protein_coding
POLR2D	5433	ENSG00000144231	2	128603840	128615731	protein_coding
AMMECR1L	83607	ENSG00000144233	2	128619204	128643496	protein_coding
SAP130	79595	ENSG00000136715	2	128698791	128785694	protein_coding
UGGT1	56886	ENSG00000136731	2	128848774	128953251	protein_coding
HS6ST1	9394	ENSG00000136720	2	128994290	129076151	protein_coding
RAB6C	84084	ENSG00000222014	2	130737235	130740311	protein_coding
POTEF	728378	ENSG00000196604	2	130831108	130886795	protein_coding
CCDC74B	91409	ENSG00000152076	2	130896860	130902707	protein_coding
SMPD4	55627	ENSG00000136699	2	130908981	130940323	protein_coding
MZT2B	80097	ENSG00000152082	2	130939310	130948302	protein_coding
TUBA3E	112714	ENSG00000152086	2	130949318	130956034	protein_coding
CCDC115	84317	ENSG00000136710	2	131095814	131099922	protein_coding
IMP4	92856	ENSG00000136718	2	131099798	131105383	protein_coding
PTPN18	26469	ENSG00000072135	2	131113580	131132982	protein_coding
POTEI	653269	ENSG00000196834	2	131217028	131267239	protein_coding
CFC1B	653275	ENSG00000152093	2	131278770	131285579	protein_coding
CFC1	55997	ENSG00000136698	2	131350339	131357123	protein_coding
POTEJ	653781	ENSG00000222038	2	131369054	131415664	protein_coding
GPR148	344561	ENSG00000173302	2	131486643	131487909	protein_coding
AMER3	205147	ENSG00000178171	2	131513008	131525707	protein_coding
ARHGEF4	50649	ENSG00000136002	2	131594489	131804836	protein_coding
FAM168B	130074	ENSG00000152102	2	131805449	131851033	protein_coding
PLEKHB2	55041	ENSG00000115762	2	131862420	132111282	protein_coding
POTEE	445582	ENSG00000188219	2	131975882	132022965	protein_coding
MZT2A	653784	ENSG00000173272	2	132222473	132250316	protein_coding
TUBA3D	113457	ENSG00000075886	2	132233666	132240507	protein_coding
MIR4784	100616378	ENSG00000265575	2	132248733	132248809	miRNA
CCDC74A	90557	ENSG00000163040	2	132285248	132291239	protein_coding
LINC01087	101927994	ENSG00000224559	2	132394598	132407188	lincRNA
C2orf27A	29798	ENSG00000197927	2	132479948	132524973	protein_coding
C2orf27B	408029	ENSG00000186825	2	132552534	132559234	protein_coding
ANKRD30BL	554226	ENSG00000163046	2	132905164	133015542	protein_coding
MIR663B	100313824	ENSG00000221288	2	133014539	133014653	miRNA
GPR39	2863	ENSG00000183840	2	133174147	133404132	protein_coding
LYPD1	116372	ENSG00000150551	2	133402426	133429152	protein_coding
NCKAP5	344148	ENSG00000176771	2	133429374	134326034	protein_coding
MGAT5	4249	ENSG00000152127	2	134877554	135212192	protein_coding
MIR3679	100500878	ENSG00000263813	2	134884696	134884763	miRNA
TMEM163	81615	ENSG00000152128	2	135213330	135476570	protein_coding
ACMSD	130013	ENSG00000153086	2	135596117	135659604	protein_coding
MIR5590	100847069	ENSG00000263783	2	135615390	135615443	miRNA
CCNT2	905	ENSG00000082258	2	135675805	135716912	protein_coding
MAP3K19	80122	ENSG00000176601	2	135722061	135805038	protein_coding
RAB3GAP1	22930	ENSG00000115839	2	135809835	135933964	protein_coding
ZRANB3	84083	ENSG00000121988	2	135894486	136288806	protein_coding
R3HDM1	23518	ENSG00000048991	2	136289025	136482840	protein_coding
MIR128-1	406915	ENSG00000207654	2	136422967	136423048	miRNA
UBXN4	23190	ENSG00000144224	2	136499189	136542625	protein_coding
LCT	3938	ENSG00000115850	2	136545410	136594750	protein_coding
MCM6	4175	ENSG00000076003	2	136597196	136633996	protein_coding
DARS	1615	ENSG00000115866	2	136664247	136743670	protein_coding
CXCR4	7852	ENSG00000121966	2	136871919	136875735	protein_coding
THSD7B	80731	ENSG00000144229	2	137523115	138435287	protein_coding
HNMT	3176	ENSG00000150540	2	138721590	138773930	protein_coding
SPOPL	339745	ENSG00000144228	2	139259371	139331117	protein_coding
NXPH2	11249	ENSG00000144227	2	139428342	139537918	protein_coding
LRP1B	53353	ENSG00000168702	2	140988992	142889270	protein_coding
KYNU	8942	ENSG00000115919	2	143635067	143799890	protein_coding
ARHGAP15	55843	ENSG00000075884	2	143848931	144525921	protein_coding
GTDC1	79712	ENSG00000121964	2	144695635	145090135	protein_coding
ZEB2	9839	ENSG00000169554	2	145141648	145282147	protein_coding
TEX41	401014	ENSG00000226674	2	145425534	145940216	lincRNA
ACVR2A	92	ENSG00000121989	2	148602086	148688393	protein_coding
ORC4	5000	ENSG00000115947	2	148687968	148779147	protein_coding
MBD5	55777	ENSG00000204406	2	148778580	149275805	protein_coding
EPC2	26122	ENSG00000135999	2	149402009	149545130	protein_coding
KIF5C	3800	ENSG00000168280	2	149632819	149883273	protein_coding
LYPD6B	130576	ENSG00000150556	2	149894621	150071776	protein_coding
LYPD6	130574	ENSG00000187123	2	150186499	150330662	protein_coding
MMADHC	27249	ENSG00000168288	2	150426148	150444330	protein_coding
RND3	390	ENSG00000115963	2	151324709	151395525	protein_coding
RBM43	375287	ENSG00000184898	2	152104454	152118393	protein_coding
NMI	9111	ENSG00000123609	2	152126979	152146571	protein_coding
TNFAIP6	7130	ENSG00000123610	2	152214106	152236560	protein_coding
MIR4773-1	100616392	ENSG00000264684	2	152224848	152224925	miRNA
MIR4773-2	100616418	ENSG00000264684	2	152224848	152224925	miRNA
RIF1	55183	ENSG00000080345	2	152266397	152364527	protein_coding
NEB	4703	ENSG00000183091	2	152341850	152591001	protein_coding
ARL5A	26225	ENSG00000162980	2	152645498	152685006	protein_coding
CACNB4	785	ENSG00000182389	2	152689290	152955593	protein_coding
STAM2	10254	ENSG00000115145	2	152973315	153032506	protein_coding
FMNL2	114793	ENSG00000157827	2	153191751	153506348	protein_coding
PRPF40A	55660	ENSG00000196504	2	153508107	153574511	protein_coding
ARL6IP6	151188	ENSG00000177917	2	153574407	153617767	protein_coding
RPRM	56475	ENSG00000177519	2	154333852	154335322	protein_coding
GALNT13	114805	ENSG00000144278	2	154728426	155310361	protein_coding
KCNJ3	3760	ENSG00000162989	2	155554811	155714863	protein_coding
NR4A2	4929	ENSG00000153234	2	157180944	157198860	protein_coding
GPD2	2820	ENSG00000115159	2	157291802	157470247	protein_coding
GALNT5	11227	ENSG00000136542	2	158114110	158170723	protein_coding
ERMN	57471	ENSG00000136541	2	158175137	158184225	protein_coding
CYTIP	9595	ENSG00000115165	2	158271131	158345473	protein_coding
ACVR1C	130399	ENSG00000123612	2	158383279	158485517	protein_coding
ACVR1	90	ENSG00000115170	2	158592958	158732374	protein_coding
UPP2	151531	ENSG00000007001	2	158733214	158992666	protein_coding
CCDC148	130940	ENSG00000153237	2	159027593	159313265	protein_coding
PKP4	8502	ENSG00000144283	2	159313476	159539391	protein_coding
DAPL1	92196	ENSG00000163331	2	159651829	159719293	protein_coding
TANC1	85461	ENSG00000115183	2	159825146	160089170	protein_coding
WDSUB1	151525	ENSG00000196151	2	160092304	160143310	protein_coding
BAZ2B	29994	ENSG00000123636	2	160175490	160473203	protein_coding
MARCH7	64844	ENSG00000136536	2	160569000	160627538	protein_coding
CD302	9936	ENSG00000241399	2	160625364	160654753	protein_coding
LY75	4065	ENSG00000054219	2	160628362	160761260	protein_coding
LY75-CD302	100526664	ENSG00000248672	2	160628362	160761221	protein_coding
PLA2R1	22925	ENSG00000153246	2	160788519	160919121	protein_coding
ITGB6	3694	ENSG00000115221	2	160956177	161128399	protein_coding
RBMS1	5937	ENSG00000153250	2	161128662	161350305	protein_coding
MIR4785	100616364	ENSG00000263948	2	161264321	161264393	miRNA
TANK	10010	ENSG00000136560	2	161993419	162092732	protein_coding
PSMD14	10213	ENSG00000115233	2	162164549	162268228	protein_coding
TBR1	10716	ENSG00000136535	2	162272605	162282381	protein_coding
SLC4A10	57282	ENSG00000144290	2	162280843	162841792	protein_coding
DPP4	1803	ENSG00000197635	2	162848751	162931052	protein_coding
GCG	2641	ENSG00000115263	2	162999392	163008914	protein_coding
FAP	2191	ENSG00000078098	2	163027194	163101661	protein_coding
IFIH1	64135	ENSG00000115267	2	163123589	163175213	protein_coding
GCA	25801	ENSG00000115271	2	163175350	163228105	protein_coding
KCNH7	90134	ENSG00000184611	2	163227917	163695240	protein_coding
FIGN	55137	ENSG00000182263	2	164449906	164592522	protein_coding
GRB14	2888	ENSG00000115290	2	165349322	165478358	protein_coding
COBLL1	22837	ENSG00000082438	2	165510134	165700189	protein_coding
SNORA70F	100337591	ENSG00000206869	2	165544153	165544287	snoRNA
SLC38A11	151258	ENSG00000169507	2	165752696	165812035	protein_coding
SCN3A	6328	ENSG00000153253	2	165944032	166060577	protein_coding
SCN2A	6326	ENSG00000136531	2	166095912	166248818	protein_coding
CSRNP3	80034	ENSG00000178662	2	166326157	166545917	protein_coding
GALNT3	2591	ENSG00000115339	2	166604101	166651192	protein_coding
TTC21B	79809	ENSG00000123607	2	166713985	166810353	protein_coding
SCN1A	6323	ENSG00000144285	2	166845670	166984523	protein_coding
SCN9A	6335	ENSG00000169432	2	167051695	167232503	protein_coding
SCN7A	6332	ENSG00000136546	2	167260083	167350757	protein_coding
XIRP2	129446	ENSG00000163092	2	167744997	168116263	protein_coding
B3GALT1	8708	ENSG00000172318	2	168675182	168730551	protein_coding
STK39	27347	ENSG00000198648	2	168810530	169104651	protein_coding
CERS6	253782	ENSG00000172292	2	169312372	169631644	protein_coding
MIR4774	100616356	ENSG00000265694	2	169439453	169439528	miRNA
NOSTRIN	115677	ENSG00000163072	2	169643049	169722024	protein_coding
SPC25	57405	ENSG00000152253	2	169690642	169769881	protein_coding
G6PC2	57818	ENSG00000152254	2	169757750	169766505	protein_coding
ABCB11	8647	ENSG00000073734	2	169779448	169887832	protein_coding
DHRS9	10170	ENSG00000073737	2	169921299	169952677	protein_coding
LRP2	4036	ENSG00000081479	2	169983619	170219195	protein_coding
BBS5	129880	ENSG00000163093	2	170335688	170382432	protein_coding
KLHL41	10324	ENSG00000239474	2	170366212	170382772	protein_coding
FASTKD1	79675	ENSG00000138399	2	170386259	170430385	protein_coding
PPIG	9360	ENSG00000138398	2	170440850	170497916	protein_coding
CCDC173	129881	ENSG00000154479	2	170501935	170550943	protein_coding
PHOSPHO2	493911	ENSG00000144362	2	170550975	170558218	protein_coding
KLHL23	151230	ENSG00000213160	2	170550998	170633499	protein_coding
SSB	6741	ENSG00000138385	2	170648443	170668574	protein_coding
METTL5	29081	ENSG00000138382	2	170666591	170681441	protein_coding
UBR3	130507	ENSG00000144357	2	170683968	170940641	protein_coding
MYO3B	140469	ENSG00000071909	2	171034655	171511681	protein_coding
SP5	389058	ENSG00000204335	2	171571861	171574588	protein_coding
ERICH2	285141	ENSG00000204334	2	171640296	171655481	protein_coding
GAD1	2571	ENSG00000128683	2	171669723	171717661	protein_coding
GORASP2	26003	ENSG00000115806	2	171784974	171823639	protein_coding
TLK1	9874	ENSG00000198586	2	171847333	172087824	protein_coding
METTL8	79828	ENSG00000123600	2	172173919	172291312	protein_coding
DCAF17	80067	ENSG00000115827	2	172290727	172341562	protein_coding
CYBRD1	79901	ENSG00000071967	2	172378757	172414643	protein_coding
DYNC1I2	1781	ENSG00000077380	2	172543919	172604930	protein_coding
SLC25A12	8604	ENSG00000115840	2	172640880	172864766	protein_coding
HAT1	8520	ENSG00000128708	2	172778958	172848599	protein_coding
METAP1D	254042	ENSG00000172878	2	172864490	172947158	protein_coding
DLX1	1745	ENSG00000144355	2	172949468	172954405	protein_coding
DLX2	1746	ENSG00000115844	2	172964167	172967628	protein_coding
ITGA6	3655	ENSG00000091409	2	173292082	173371181	protein_coding
PDK1	5163	ENSG00000152256	2	173420101	173489823	protein_coding
RAPGEF4	11069	ENSG00000091428	2	173600002	173917621	protein_coding
CDCA7	83879	ENSG00000144354	2	174219548	174233725	protein_coding
SP3	6670	ENSG00000172845	2	174771187	174830430	protein_coding
OLA1	29789	ENSG00000138430	2	174937175	175113426	protein_coding
SP9	100131390	ENSG00000217236	2	175199674	175203220	protein_coding
CIR1	9541	ENSG00000138433	2	175212750	175260443	protein_coding
SCRN3	79634	ENSG00000144306	2	175260458	175294303	protein_coding
GPR155	151556	ENSG00000163328	2	175296966	175351822	protein_coding
WIPF1	7456	ENSG00000115935	2	175424300	175547644	protein_coding
CHRNA1	1134	ENSG00000138435	2	175612320	175629200	protein_coding
CHN1	1123	ENSG00000128656	2	175664091	175870097	protein_coding
ATF2	1386	ENSG00000115966	2	175936978	176033110	protein_coding
MIR933	100126350	ENSG00000215973	2	176032361	176032437	miRNA
EVX2	344191	ENSG00000174279	2	176942200	176948641	protein_coding
HOXD13	3239	ENSG00000128714	2	176957619	176960666	protein_coding
HOXD12	3238	ENSG00000170178	2	176964458	176966408	protein_coding
HOXD11	3237	ENSG00000128713	2	176968944	176974722	protein_coding
HOXD10	3236	ENSG00000128710	2	176973518	176984670	protein_coding
HOXD9	3235	ENSG00000128709	2	176987088	176989853	protein_coding
HOXD8	3234	ENSG00000175879	2	176994422	176997423	protein_coding
HOXD3	3232	ENSG00000128652	2	177001340	177037830	protein_coding
MIR10B	406903	ENSG00000207744	2	177015031	177015140	miRNA
HOXD4	3233	ENSG00000170166	2	177015950	177017954	protein_coding
HOXD1	3231	ENSG00000128645	2	177053307	177055688	protein_coding
MTX2	10651	ENSG00000128654	2	177134123	177202753	protein_coding
LINC01116	375295	ENSG00000163364	2	177494317	177502659	lincRNA
HNRNPA3	220988	ENSG00000170144	2	178077291	178088686	protein_coding
MIR4444-1	100616394	ENSG00000263721	2	178077454	178077527	miRNA
MIR4444-2	100846999	ENSG00000263721	2	178077454	178077527	miRNA
NFE2L2	4780	ENSG00000116044	2	178092323	178257425	protein_coding
MIR3128	100422824	ENSG00000265396	2	178120673	178120738	miRNA
AGPS	8540	ENSG00000018510	2	178257372	178408564	protein_coding
TTC30B	150737	ENSG00000196659	2	178413726	178417742	protein_coding
TTC30A	92104	ENSG00000197557	2	178477720	178483694	protein_coding
PDE11A	50940	ENSG00000128655	2	178487980	178973066	protein_coding
RBM45	129831	ENSG00000155636	2	178977151	179003738	protein_coding
OSBPL6	114880	ENSG00000079156	2	179059208	179264160	protein_coding
PRKRA	8575	ENSG00000180228	2	179296141	179316239	protein_coding
FKBP7	51661	ENSG00000079150	2	179328391	179343327	protein_coding
PLEKHA3	65977	ENSG00000116095	2	179345195	179381189	protein_coding
TTN	7273	ENSG00000155657	2	179390716	179695529	protein_coding
CCDC141	285025	ENSG00000163492	2	179694484	179914813	protein_coding
SESTD1	91404	ENSG00000187231	2	179966419	180129517	protein_coding
ZNF385B	151126	ENSG00000144331	2	180306709	180726232	protein_coding
MIR1258	100302172	ENSG00000221240	2	180725563	180725635	miRNA
CWC22	57703	ENSG00000163510	2	180809603	180871840	protein_coding
UBE2E3	10477	ENSG00000170035	2	181831975	181941312	protein_coding
MIR4437	100616213	ENSG00000266705	2	182170320	182170379	miRNA
ITGA4	3676	ENSG00000115232	2	182321929	182400914	protein_coding
CERKL	375298	ENSG00000188452	2	182401403	182545392	protein_coding
NEUROD1	4760	ENSG00000162992	2	182537815	182545603	protein_coding
SSFA2	6744	ENSG00000138434	2	182756560	182795465	protein_coding
PPP1R1C	151242	ENSG00000150722	2	182818968	182996125	protein_coding
PDE1A	5136	ENSG00000115252	2	183004763	183387919	protein_coding
DNAJC10	54431	ENSG00000077232	2	183580999	183659191	protein_coding
FRZB	2487	ENSG00000162998	2	183698002	183731890	protein_coding
NCKAP1	10787	ENSG00000061676	2	183773843	183903586	protein_coding
DUSP19	142679	ENSG00000162999	2	183943287	183964733	protein_coding
NUP35	129401	ENSG00000163002	2	183982241	184026408	protein_coding
MIR548AE1	100616305	ENSG00000266808	2	185243702	185243771	miRNA
ZNF804A	91752	ENSG00000170396	2	185463093	185804219	protein_coding
FSIP2	401024	ENSG00000188738	2	186603355	186698017	protein_coding
ZC3H15	55854	ENSG00000065548	2	187350883	187374090	protein_coding
ITGAV	3685	ENSG00000138448	2	187454792	187545628	protein_coding
FAM171B	165215	ENSG00000144369	2	187558698	187630685	protein_coding
ZSWIM2	151112	ENSG00000163012	2	187692562	187713935	protein_coding
CALCRL	10203	ENSG00000064989	2	188207856	188313187	protein_coding
TFPI	7035	ENSG00000003436	2	188328957	188430487	protein_coding
GULP1	51454	ENSG00000144366	2	189156396	189460653	protein_coding
MIR561	693146	ENSG00000207951	2	189162219	189162315	miRNA
DIRC1	116093	ENSG00000174325	2	189598882	189654831	protein_coding
COL3A1	1281	ENSG00000168542	2	189839046	189877472	protein_coding
MIR1245A	100302219	ENSG00000221502	2	189842818	189842887	miRNA
COL5A2	1290	ENSG00000204262	2	189896622	190044605	protein_coding
MIR3129	100422908	ENSG00000264725	2	189997762	189997837	miRNA
WDR75	84128	ENSG00000115368	2	190306159	190340291	protein_coding
SLC40A1	30061	ENSG00000138449	2	190425305	190448484	protein_coding
ASNSD1	54529	ENSG00000138381	2	190526111	190535557	protein_coding
ANKAR	150709	ENSG00000151687	2	190539016	190625919	protein_coding
OSGEPL1	64172	ENSG00000128694	2	190611386	190627953	protein_coding
ORMDL1	94101	ENSG00000128699	2	190635049	190649097	protein_coding
PMS1	5378	ENSG00000064933	2	190649107	190742355	protein_coding
C2orf88	84281	ENSG00000187699	2	190744335	191068210	protein_coding
MSTN	2660	ENSG00000138379	2	190920423	190927455	protein_coding
HIBCH	26275	ENSG00000198130	2	191054461	191208919	protein_coding
INPP1	3628	ENSG00000151689	2	191208196	191236391	protein_coding
MFSD6	54842	ENSG00000151690	2	191273081	191373931	protein_coding
NAB1	4664	ENSG00000138386	2	191511472	191557492	protein_coding
GLS	2744	ENSG00000115419	2	191745553	191830278	protein_coding
STAT1	6772	ENSG00000115415	2	191829084	191885686	protein_coding
STAT4	6775	ENSG00000138378	2	191894302	192016322	protein_coding
MYO1B	4430	ENSG00000128641	2	192109911	192290115	protein_coding
NABP1	64859	ENSG00000173559	2	192542794	192561385	protein_coding
TMEFF2	23671	ENSG00000144339	2	192813769	193060435	protein_coding
PCGEM1	64002	ENSG00000227418	2	193614571	193641625	lincRNA
SLC39A10	57181	ENSG00000196950	2	196440701	196602426	protein_coding
DNAH7	56171	ENSG00000118997	2	196602427	196933536	protein_coding
STK17B	9262	ENSG00000081320	2	196998290	197041227	protein_coding
HECW2	57520	ENSG00000138411	2	197059094	197458416	protein_coding
CCDC150	284992	ENSG00000144395	2	197504278	197628214	protein_coding
GTF3C3	9330	ENSG00000119041	2	197627756	197664449	protein_coding
C2orf66	401027	ENSG00000187944	2	197669726	197675000	protein_coding
PGAP1	80055	ENSG00000197121	2	197697728	197792520	protein_coding
ANKRD44	91526	ENSG00000065413	2	197831741	198175897	protein_coding
SF3B1	23451	ENSG00000115524	2	198254508	198299815	protein_coding
COQ10B	80219	ENSG00000115520	2	198318147	198340032	protein_coding
HSPD1	3329	ENSG00000144381	2	198351305	198381461	protein_coding
HSPE1	3336	ENSG00000115541	2	198364718	198368181	protein_coding
HSPE1-MOB4	100529241	ENSG00000270757	2	198365137	198415450	protein_coding
MOB4	25843	ENSG00000115540	2	198380295	198418423	protein_coding
RFTN2	130132	ENSG00000162944	2	198432948	198540769	protein_coding
MARS2	92935	ENSG00000247626	2	198570087	198573113	protein_coding
BOLL	66037	ENSG00000152430	2	198591603	198651486	protein_coding
PLCL1	5334	ENSG00000115896	2	198669426	199437305	protein_coding
SATB2	23314	ENSG00000119042	2	200134223	200335989	protein_coding
C2orf69	205327	ENSG00000178074	2	200775979	200820658	protein_coding
TYW5	129450	ENSG00000162971	2	200794698	200820459	protein_coding
SPATS2L	26010	ENSG00000196141	2	201170604	201346986	protein_coding
KCTD18	130535	ENSG00000155729	2	201353675	201384507	protein_coding
AOX1	316	ENSG00000138356	2	201450591	201541787	protein_coding
BZW1	9689	ENSG00000082153	2	201675317	201688569	protein_coding
RNU6-31P	100873740	ENSG00000207116	2	201694732	201694839	snRNA
CLK1	1195	ENSG00000013441	2	201717732	201729422	protein_coding
PPIL3	53938	ENSG00000240344	2	201735630	201754026	protein_coding
NIF3L1	60491	ENSG00000196290	2	201754050	201768655	protein_coding
ORC2	4999	ENSG00000115942	2	201773696	201828403	protein_coding
FAM126B	285172	ENSG00000155744	2	201838441	201936394	protein_coding
NDUFB3	4709	ENSG00000119013	2	201936156	201950473	protein_coding
CFLAR	8837	ENSG00000003402	2	201980827	202041410	protein_coding
CASP10	843	ENSG00000003400	2	202047604	202094129	protein_coding
CASP8	841	ENSG00000064012	2	202098166	202152434	protein_coding
ALS2CR12	130540	ENSG00000155749	2	202152994	202222121	protein_coding
TRAK2	66008	ENSG00000115993	2	202241930	202316302	protein_coding
STRADB	55437	ENSG00000082146	2	202252581	202345569	protein_coding
TMEM237	65062	ENSG00000155755	2	202484907	202508293	protein_coding
MPP4	58538	ENSG00000082126	2	202509593	202563417	protein_coding
ALS2	57679	ENSG00000003393	2	202565277	202645912	protein_coding
CDK15	65061	ENSG00000138395	2	202655184	202760273	protein_coding
FZD7	8324	ENSG00000155760	2	202899310	202903160	protein_coding
SUMO1	7341	ENSG00000116030	2	203070903	203103331	protein_coding
NOP58	51602	ENSG00000055044	2	203130439	203168389	protein_coding
SNORD70	692110	ENSG00000212534	2	203141154	203141241	snoRNA
SNORD11B	100113392	ENSG00000271852	2	203156055	203156144	snoRNA
SNORD11	692058	ENSG00000238317	2	203157772	203157859	snoRNA
BMPR2	659	ENSG00000204217	2	203241659	203432474	protein_coding
FAM117B	150864	ENSG00000138439	2	203499901	203634480	protein_coding
ICA1L	130026	ENSG00000163596	2	203640690	203736708	protein_coding
WDR12	55759	ENSG00000138442	2	203739505	203879521	protein_coding
CARF	79800	ENSG00000138380	2	203776937	203851786	protein_coding
NBEAL1	65065	ENSG00000144426	2	203879602	204091101	protein_coding
CYP20A1	57404	ENSG00000119004	2	204103663	204163009	protein_coding
ABI2	10152	ENSG00000138443	2	204192942	204312446	protein_coding
RAPH1	65059	ENSG00000173166	2	204259068	204400133	protein_coding
CD28	940	ENSG00000178562	2	204571198	204603635	protein_coding
CTLA4	1493	ENSG00000163599	2	204732509	204738683	protein_coding
ICOS	29851	ENSG00000163600	2	204801471	204826300	protein_coding
PARD3B	117583	ENSG00000116117	2	205410516	206484886	protein_coding
NRP2	8828	ENSG00000118257	2	206546714	206662857	protein_coding
INO80D	54891	ENSG00000114933	2	206858445	206951027	protein_coding
NDUFS1	4719	ENSG00000023228	2	206979541	207024327	protein_coding
EEF1B2	1933	ENSG00000114942	2	207024309	207027652	protein_coding
SNORD51	26798	ENSG00000207047	2	207026602	207026681	snoRNA
SNORA41	619569	ENSG00000207406	2	207026952	207027083	snoRNA
GPR1	2825	ENSG00000183671	2	207040040	207082771	protein_coding
ZDBF2	57683	ENSG00000204186	2	207139387	207179148	protein_coding
ADAM23	8745	ENSG00000114948	2	207308263	207485851	protein_coding
DYTN	391475	ENSG00000232125	2	207516345	207583120	protein_coding
MDH1B	130752	ENSG00000138400	2	207602487	207630271	protein_coding
FASTKD2	22868	ENSG00000118246	2	207630081	207657233	protein_coding
MIR3130-1	100422993	ENSG00000263468	2	207647958	207648032	miRNA
MIR3130-2	100423002	ENSG00000263468	2	207647958	207648032	miRNA
CPO	130749	ENSG00000144410	2	207804278	207834198	protein_coding
KLF7	8609	ENSG00000118263	2	207938861	208031991	protein_coding
MIR2355	100423036	ENSG00000253008	2	207974711	207974797	miRNA
MIR1302-4	100302130	ENSG00000221628	2	208133999	208134148	miRNA
CREB1	1385	ENSG00000118260	2	208394461	208468155	protein_coding
METTL21A	151194	ENSG00000144401	2	208445355	208490652	protein_coding
CCNYL1	151195	ENSG00000163249	2	208576264	208626563	protein_coding
MIR4775	100616361	ENSG00000264900	2	208619531	208619605	miRNA
FZD5	7855	ENSG00000163251	2	208627310	208634287	protein_coding
PLEKHM3	389072	ENSG00000178385	2	208693027	208890284	protein_coding
CRYGD	1421	ENSG00000118231	2	208986331	208989225	protein_coding
CRYGC	1420	ENSG00000163254	2	208992861	208994554	protein_coding
CRYGB	1419	ENSG00000182187	2	209007297	209010892	protein_coding
CRYGA	1418	ENSG00000168582	2	209025464	209028300	protein_coding
C2orf80	389073	ENSG00000188674	2	209030067	209054797	protein_coding
IDH1	3417	ENSG00000138413	2	209100951	209130798	protein_coding
PIKFYVE	200576	ENSG00000115020	2	209130991	209223475	protein_coding
PTH2R	5746	ENSG00000144407	2	209224438	209719227	protein_coding
MAP2	4133	ENSG00000078018	2	210288782	210598842	protein_coding
UNC80	285175	ENSG00000144406	2	210636717	210864024	protein_coding
RPE	6120	ENSG00000197713	2	210867289	210886300	protein_coding
KANSL1L	151050	ENSG00000144445	2	210886147	211036107	protein_coding
ACADL	33	ENSG00000115361	2	211052663	211090215	protein_coding
MYL1	4632	ENSG00000168530	2	211154874	211179914	protein_coding
LANCL1	10314	ENSG00000115365	2	211295973	211342376	protein_coding
CPS1	1373	ENSG00000021826	2	211342406	211543831	protein_coding
ERBB4	2066	ENSG00000178568	2	212240446	213403565	protein_coding
MIR548F2	100313771	ENSG00000221782	2	213290987	213291084	miRNA
MIR4776-1	100616267	ENSG00000266354	2	213790981	213791060	miRNA
MIR4776-2	100616472	ENSG00000266354	2	213790981	213791060	miRNA
IKZF2	22807	ENSG00000030419	2	213864429	214017151	protein_coding
SPAG16	79582	ENSG00000144451	2	214149113	215275225	protein_coding
MIR4438	100616375	ENSG00000265734	2	214622791	214622883	miRNA
VWC2L	402117	ENSG00000174453	2	215275789	215443683	protein_coding
BARD1	580	ENSG00000138376	2	215590370	215674428	protein_coding
ABCA12	26154	ENSG00000144452	2	215796266	216003151	protein_coding
ATIC	471	ENSG00000138363	2	216176540	216214487	protein_coding
FN1	2335	ENSG00000115414	2	216225163	216300895	protein_coding
LINC00607	646324	ENSG00000235770	2	216476286	216708445	lincRNA
MREG	55686	ENSG00000118242	2	216809213	216898819	protein_coding
PECR	55825	ENSG00000115425	2	216861052	216947678	protein_coding
TMEM169	92691	ENSG00000163449	2	216946589	216967506	protein_coding
XRCC5	7520	ENSG00000079246	2	216972187	217071026	protein_coding
MARCH4	57574	ENSG00000144583	2	217122588	217236750	protein_coding
SMARCAL1	50485	ENSG00000138375	2	217277137	217347776	protein_coding
RPL37A	6168	ENSG00000197756	2	217362912	217443903	protein_coding
IGFBP2	3485	ENSG00000115457	2	217497551	217529159	protein_coding
IGFBP5	3488	ENSG00000115461	2	217536828	217560248	protein_coding
TNP1	7141	ENSG00000118245	2	217724181	217724787	protein_coding
DIRC3	729582	ENSG00000231672	2	218148742	218621316	protein_coding
TNS1	7145	ENSG00000079308	2	218664512	218867718	protein_coding
RUFY4	285180	ENSG00000188282	2	218899683	218955304	protein_coding
CXCR2	3579	ENSG00000180871	2	218990012	219001976	protein_coding
CXCR1	3577	ENSG00000163464	2	219027568	219031718	protein_coding
ARPC2	10109	ENSG00000163466	2	219081817	219119079	protein_coding
GPBAR1	151306	ENSG00000179921	2	219124219	219128582	protein_coding
AAMP	14	ENSG00000127837	2	219128850	219134980	protein_coding
PNKD	25953	ENSG00000127838	2	219135115	219211516	protein_coding
TMBIM1	64114	ENSG00000135926	2	219138915	219157309	protein_coding
SLC11A1	6556	ENSG00000018280	2	219246752	219261617	protein_coding
CTDSP1	58190	ENSG00000144579	2	219262979	219270664	protein_coding
